citationKey,dimension,stance,kind
62c5fb0e0006,Model performance,positive,general
6347ea09d2bd,Model performance,positive,general
642c3c0cd617,Model performance,positive,general
646313884044,Model performance,positive,general
64d31fb56e0d,Model performance,positive,general
671fa968ac45,Model performance,positive,general
685a023a1f71,Model performance,positive,general
68f0266deb95,Model performance,positive,general
69c68a670872,Model performance,positive,general
6b5df424652b,Model performance,positive,general
6b8a4c5793dc,Model performance,positive,general
6d1a19e2da14,Model performance,positive,general
6f739da64bf7,Model performance,positive,general
6fe05a02f932,Model performance,positive,general
7043d68f5440,Model performance,positive,general
7170b8cc9dcd,Model performance,positive,general
71adaf3d927c,Model performance,positive,general
750835f3e51d,Model performance,positive,general
75bba223bc94,Model performance,positive,general
769ac8041ab3,Model performance,positive,general
772fab385995,Model performance,positive,general
7883c54e265c,Model performance,positive,general
79e8d2ce0b3d,Model performance,positive,general
7a8d717e87c8,Model performance,positive,general
7bda019936ec,Model performance,positive,general
7d76dcad4fd1,Model performance,positive,general
7dce1de2a158,Model performance,positive,general
7e500df4fae1,Model performance,positive,general
7f53aa5cb1c9,Model performance,positive,general
7f74f101a703,Model performance,positive,general
7f80043b52dd,Model performance,positive,general
83cf8efd6fa3,Model performance,positive,general
8529576161e7,Model performance,positive,general
853e0b588e73,Model performance,positive,general
8548942b07da,Model performance,positive,general
866ff7d14ed2,Model performance,positive,general
86b8dd7b0271,Model performance,positive,general
86c7ff548539,Model performance,positive,general
873a9a16cc28,Model performance,positive,general
87ad60e39c6e,Model performance,positive,general
87f3cd94ec74,Model performance,positive,general
884497e0ee92,Model performance,positive,general
88f59ea42ad7,Model performance,positive,general
89ed1d75a62e,Model performance,positive,general
8a0a26e0ad28,Model performance,positive,general
8a272a0621a3,Model performance,positive,general
8a3e4d6925f4,Model performance,positive,general
8a5b73028348,Model performance,positive,general
8b31cb8429dc,Model performance,positive,general
8ba2213f7ff2,Model performance,positive,general
8bade6a0ab7c,Model performance,positive,general
8c8e1aed8a11,Model performance,positive,general
8cc1cc25b209,Model performance,positive,general
8e39b70ae840,Model performance,positive,general
8e81837a5861,Model performance,positive,general
8f6d0f5c5cf3,Model performance,positive,general
8fdeab605f31,Model performance,positive,general
901e5a28ee43,Model performance,positive,general
9128d022254b,Model performance,positive,general
925beb945b38,Model performance,positive,general
942a7c645311,Model performance,positive,general
9431a95feac7,Model performance,positive,general
94eb03d655e3,Model performance,positive,general
95091e88a995,Model performance,positive,general
95b36061c90b,Model performance,positive,general
9649fa53145e,Model performance,positive,general
96ce472e1aee,Model performance,positive,general
98a6512e9253,Model performance,positive,general
99087a376207,Model performance,positive,general
9a4a7b8bc450,Model performance,positive,general
9adf89905665,Model performance,positive,general
9be93b20f768,Model performance,positive,general
9c1c75b00f71,Model performance,positive,general
9c2426e5689a,Model performance,positive,general
9c51cf880908,Model performance,positive,general
9c5dde5cbaf5,Model performance,positive,general
9f0384c0591e,Model performance,positive,general
9f429b61566a,Model performance,positive,general
a0537c1f5b2f,Model performance,positive,general
a0c9a468cb84,Model performance,positive,general
a25c2affba2e,Model performance,positive,general
a375579ce8e5,Model performance,positive,general
a3bb1eb6a59a,Model performance,positive,general
a5c99b438a02,Model performance,positive,general
a610a9d426b3,Model performance,positive,general
a619076b267e,Model performance,positive,general
a7e84a899e78,Model performance,positive,general
a82536bb0043,Model performance,positive,general
a8a58cac35be,Model performance,positive,general
a927b9e1445f,Model performance,positive,general
aaf83180b688,Model performance,positive,general
ac26cb0e9249,Model performance,positive,general
acf81cbadaec,Model performance,positive,general
ad6ea1627565,Model performance,positive,general
ae048462feb9,Model performance,positive,general
ae427adb3d51,Model performance,positive,general
aec455f4c0cd,Model performance,positive,general
afc412821b08,Model performance,positive,general
b0bb1f653298,Model performance,positive,general
b14e75f5029e,Model performance,positive,general
b22f521050d7,Model performance,positive,general
b2d92e326400,Model performance,positive,general
b3e18537a972,Model performance,positive,general
b40acd215682,Model performance,positive,general
b42bb6aa4bd0,Model performance,positive,general
b520d4ed8f29,Model performance,positive,general
b5784b25a496,Model performance,positive,general
b5f971387b12,Model performance,positive,general
b6ab3131bcdd,Model performance,positive,general
b89fd305580c,Model performance,positive,general
baabcdd9106b,Model performance,positive,general
babd088bc54d,Model performance,positive,general
bbf1a9c65c10,Model performance,positive,general
bd6e9fab3138,Model performance,positive,general
bdec5046af38,Model performance,positive,general
c08f2f3d3e8b,Model performance,positive,general
c0c5966a3f98,Model performance,positive,general
c207fd307df3,Model performance,positive,general
c3c03d9a26df,Model performance,positive,general
c4e8e79b0dc1,Model performance,positive,general
c4ed68d9a886,Model performance,positive,general
c644d5188019,Model performance,positive,general
c68d30aef47a,Model performance,positive,general
c7d15e21d947,Model performance,positive,general
c96214dae904,Model performance,positive,general
c989782a8bba,Model performance,positive,general
c9fafe5b4ef7,Model performance,positive,general
ca0cf545a69a,Model performance,positive,general
ca4ed632a93e,Model performance,positive,general
cab0c62174f2,Model performance,positive,general
cb11e397dac4,Model performance,positive,general
cb6fb691c745,Model performance,positive,general
cc7cb78e54ff,Model performance,positive,general
cda6f5d653f0,Model performance,positive,general
ceb81af82ec8,Model performance,positive,general
cf651cb4eb97,Model performance,positive,general
cf8018eec68f,Model performance,positive,general
cfa141a99804,Model performance,positive,general
cfc9b29316ca,Model performance,positive,general
d03d952857ab,Model performance,positive,general
d05cac5388fa,Model performance,positive,general
d0f160c2f77b,Model performance,positive,general
d1c34bb65deb,Model performance,positive,general
d2268865c638,Model performance,positive,general
d2883190c5b7,Model performance,positive,general
d28892d42ec2,Model performance,positive,general
d2f5621f7596,Model performance,positive,general
d44a9529bdde,Model performance,positive,general
d465424b3564,Model performance,positive,general
d485cdc6f95b,Model performance,positive,general
d4aa814e85dd,Model performance,positive,general
d5d70edc6cef,Model performance,positive,general
d6066a07ba35,Model performance,positive,general
d66c54ff5654,Model performance,positive,general
d80e6b8deec9,Model performance,positive,general
da86f734d8a3,Model performance,positive,general
daaa7bd24f6d,Model performance,positive,general
dd322ca792a6,Model performance,positive,general
ddb8a8742a4d,Model performance,positive,general
ddff51574c2b,Model performance,positive,general
de99037c54a3,Model performance,positive,general
defa2b6538c8,Model performance,positive,general
e10d72f899b9,Model performance,positive,general
e1bb7788d422,Model performance,positive,general
e2803d839281,Model performance,positive,general
e2f6a88e3abc,Model performance,positive,general
e4ff9553115d,Model performance,positive,general
e5136d5c95b2,Model performance,positive,general
e53f05541439,Model performance,positive,general
e783fc3a548e,Model performance,positive,general
e842ed2e802d,Model performance,positive,general
e8a1de4c2f1b,Model performance,positive,general
e8da82ecca34,Model performance,positive,general
ea263bf4d04c,Model performance,positive,general
ed3fec0ec1cd,Model performance,positive,general
ed7fd7675fc5,Model performance,positive,general
eed82e7dd133,Model performance,positive,general
ef369f0c1328,Model performance,positive,general
f0f02ae9c681,Model performance,positive,general
f1e33c79d14e,Model performance,positive,general
f2a564301b9e,Model performance,positive,general
f2c1c0d92f35,Model performance,positive,general
f32b6992dba5,Model performance,positive,general
f41ca0b8e8aa,Model performance,positive,general
f486c8a77ee9,Model performance,positive,general
f49beac306e5,Model performance,positive,general
f5532f1b6916,Model performance,positive,general
f6efab0f4258,Model performance,positive,general
f7ff1f18afea,Model performance,positive,general
f8c4d3c38c89,Model performance,positive,general
fabdee03a10a,Model performance,positive,general
fad54041dcf2,Model performance,positive,general
fb4151a5b803,Model performance,positive,general
fb61b5e416fe,Model performance,positive,general
fba527f6ce22,Model performance,positive,general
fbc53be7c1ec,Model performance,positive,general
fbe81ad8d55c,Model performance,positive,general
fc6b7ff31bec,Model performance,positive,general
fd535b17cb02,Model performance,positive,general
fe1b54998c1a,Model performance,positive,general
fe5fbf92daa6,Model performance,positive,general
ff2b7a54d21d,Model performance,positive,general
ffa998359094,Model performance,positive,general
schlosser2024visualacuity,Model performance,positive,general
043684769543,Model performance,balanced,general
050876505c41,Model performance,balanced,general
0a91bafc9ed3,Model performance,balanced,general
0db96a4e3a4b,Model performance,balanced,general
0ff0aa3f6a75,Model performance,balanced,general
17531fd94ff0,Model performance,balanced,general
17819e10c66b,Model performance,balanced,general
185bfa237de7,Model performance,balanced,general
18696a72d2e6,Model performance,balanced,general
1a2acf19df20,Model performance,balanced,general
1d162408014e,Model performance,balanced,general
2c2ad7b1aef3,Model performance,balanced,general
2d9526998521,Model performance,balanced,general
2eea02f82a91,Model performance,balanced,general
30f9c197297e,Model performance,balanced,general
345f15624795,Model performance,balanced,general
38c21f05f613,Model performance,balanced,general
393240c7cec2,Model performance,balanced,general
4491e0db91c1,Model performance,balanced,general
44ce6e703d06,Model performance,balanced,general
4afc2a924102,Model performance,balanced,general
4caa01410b29,Model performance,balanced,general
4f7cb7df4f7d,Model performance,balanced,general
52f6c2705903,Model performance,balanced,general
569ab5ce6be4,Model performance,balanced,general
58564251d58c,Model performance,balanced,general
59533aad7727,Model performance,balanced,general
5b4074fce93a,Model performance,balanced,general
5d93b7069e25,Model performance,balanced,general
617a92840067,Model performance,balanced,general
6d00851b6b2f,Model performance,balanced,general
7098a160108d,Model performance,balanced,general
720229a10c92,Model performance,balanced,general
740599fb90ce,Model performance,balanced,general
74bd3176c1ed,Model performance,balanced,general
7abb94fc2719,Model performance,balanced,general
7c9a28561793,Model performance,balanced,general
889c08799ba4,Model performance,balanced,general
88ef6ab637e1,Model performance,balanced,general
8a37722508f8,Model performance,balanced,general
8d687ff87530,Model performance,balanced,general
92b0beaeeada,Model performance,balanced,general
9e08b543a80f,Model performance,balanced,general
a1593fedce90,Model performance,balanced,general
a2bfc8cc3fd8,Model performance,balanced,general
a32e088bd521,Model performance,balanced,general
a54c7820e8a1,Model performance,balanced,general
a55c19870c66,Model performance,balanced,general
a6448a70e993,Model performance,balanced,general
a7d06d07e6c3,Model performance,balanced,general
a823efcedabd,Model performance,balanced,general
b43746032b9d,Model performance,balanced,general
b5813c22bda8,Model performance,balanced,general
b6aa9a3abc0f,Model performance,balanced,general
b83bed0b0c18,Model performance,balanced,general
bc46a6372070,Model performance,balanced,general
c08be1c96b75,Model performance,balanced,general
c3ee99b25fe5,Model performance,balanced,general
c9bcbbcd10e9,Model performance,balanced,general
cb1c58355a32,Model performance,balanced,general
cc173c68aaf4,Model performance,balanced,general
d384c5486fec,Model performance,balanced,general
d4ea2c3251e9,Model performance,balanced,general
d50d012dbe1d,Model performance,balanced,general
d5963dc2e2a1,Model performance,balanced,general
df4ac708eecf,Model performance,balanced,general
e09d7e8e0f06,Model performance,balanced,general
e295ef4e6849,Model performance,balanced,general
e4edbaa2c127,Model performance,balanced,general
ecb3e566bf6f,Model performance,balanced,general
ef7005cea0a5,Model performance,balanced,general
ef74a70b4670,Model performance,balanced,general
f3443e988e2f,Model performance,balanced,general
f3d102f534b6,Model performance,balanced,general
f61d97acc9da,Model performance,balanced,general
fbe51d7b5d32,Model performance,balanced,general
fcf0638d98ab,Model performance,balanced,general
00c860e05574,Technological limitations,positive,general
0a00ff13084b,Technological limitations,positive,general
0cd301461c99,Technological limitations,positive,general
0ce423384fd5,Technological limitations,positive,general
0ff0aa3f6a75,Technological limitations,positive,general
1408e75c41f8,Technological limitations,positive,general
155874664ca6,Technological limitations,positive,general
180d4efefd11,Technological limitations,positive,general
1852aed2b535,Technological limitations,positive,general
1ce8b917da06,Technological limitations,positive,general
1e84cfa9a875,Technological limitations,positive,general
26b86f0f7104,Technological limitations,positive,general
28d93b251ada,Technological limitations,positive,general
2d159997288c,Technological limitations,positive,general
2edcd32ecfef,Technological limitations,positive,general
3a42efb6c3e0,Technological limitations,positive,general
3ea2dfffb32d,Technological limitations,positive,general
40af85c6a674,Technological limitations,positive,general
4f765ccd9085,Technological limitations,positive,general
4f7cb7df4f7d,Technological limitations,positive,general
64d31fb56e0d,Technological limitations,positive,general
769ac8041ab3,Technological limitations,positive,general
7f80043b52dd,Technological limitations,positive,general
8a272a0621a3,Technological limitations,positive,general
8cc1cc25b209,Technological limitations,positive,general
8d687ff87530,Technological limitations,positive,general
8fdeab605f31,Technological limitations,positive,general
95091e88a995,Technological limitations,positive,general
9adf89905665,Technological limitations,positive,general
a55c19870c66,Technological limitations,positive,general
ac26cb0e9249,Technological limitations,positive,general
b14e75f5029e,Technological limitations,positive,general
b40acd215682,Technological limitations,positive,general
c4ed68d9a886,Technological limitations,positive,general
cf651cb4eb97,Technological limitations,positive,general
cf8018eec68f,Technological limitations,positive,general
d03d952857ab,Technological limitations,positive,general
d0f160c2f77b,Technological limitations,positive,general
d1c34bb65deb,Technological limitations,positive,general
d50d012dbe1d,Technological limitations,positive,general
daaa7bd24f6d,Technological limitations,positive,general
dd322ca792a6,Technological limitations,positive,general
ddb8a8742a4d,Technological limitations,positive,general
de99037c54a3,Technological limitations,positive,general
e1bb7788d422,Technological limitations,positive,general
e2803d839281,Technological limitations,positive,general
e4ff9553115d,Technological limitations,positive,general
e8da82ecca34,Technological limitations,positive,general
ed7fd7675fc5,Technological limitations,positive,general
fad54041dcf2,Technological limitations,positive,general
fe5fbf92daa6,Technological limitations,positive,general
050876505c41,Technological limitations,negative,general
0ce6275d5e29,Technological limitations,negative,general
141b13698665,Technological limitations,negative,general
17531fd94ff0,Technological limitations,negative,general
18bd8aebe09b,Technological limitations,negative,general
1d162408014e,Technological limitations,negative,general
204d1f7e2d50,Technological limitations,negative,general
211a1f5e8c68,Technological limitations,negative,general
253ecd7dc13d,Technological limitations,negative,general
260b9335a18b,Technological limitations,negative,general
281cfd2b1e25,Technological limitations,negative,general
2c2ad7b1aef3,Technological limitations,negative,general
2d9526998521,Technological limitations,negative,general
2eca1541a3a2,Technological limitations,negative,general
30f9c197297e,Technological limitations,negative,general
32e2ad0d0e6f,Technological limitations,negative,general
345f15624795,Technological limitations,negative,general
3610864516d6,Technological limitations,negative,general
4491e0db91c1,Technological limitations,negative,general
453d7dda7136,Technological limitations,negative,general
45eb1a2f75ff,Technological limitations,negative,general
50e92c5d79ed,Technological limitations,negative,general
569ab5ce6be4,Technological limitations,negative,general
58564251d58c,Technological limitations,negative,general
61ee33ea2db5,Technological limitations,negative,general
6347ea09d2bd,Technological limitations,negative,general
685a023a1f71,Technological limitations,negative,general
6b5df424652b,Technological limitations,negative,general
6d00851b6b2f,Technological limitations,negative,general
75bba223bc94,Technological limitations,negative,general
7a8d717e87c8,Technological limitations,negative,general
7bda019936ec,Technological limitations,negative,general
7c9a28561793,Technological limitations,negative,general
7d76dcad4fd1,Technological limitations,negative,general
8548942b07da,Technological limitations,negative,general
88f59ea42ad7,Technological limitations,negative,general
8a0a26e0ad28,Technological limitations,negative,general
8f6d0f5c5cf3,Technological limitations,negative,general
92b0beaeeada,Technological limitations,negative,general
9431a95feac7,Technological limitations,negative,general
99087a376207,Technological limitations,negative,general
9c5dde5cbaf5,Technological limitations,negative,general
a1593fedce90,Technological limitations,negative,general
a3bb1eb6a59a,Technological limitations,negative,general
a54c7820e8a1,Technological limitations,negative,general
a6448a70e993,Technological limitations,negative,general
acf81cbadaec,Technological limitations,negative,general
b42bb6aa4bd0,Technological limitations,negative,general
b5784b25a496,Technological limitations,negative,general
b5813c22bda8,Technological limitations,negative,general
b6aa9a3abc0f,Technological limitations,negative,general
baabcdd9106b,Technological limitations,negative,general
bdec5046af38,Technological limitations,negative,general
c08be1c96b75,Technological limitations,negative,general
c08f2f3d3e8b,Technological limitations,negative,general
c96214dae904,Technological limitations,negative,general
cc173c68aaf4,Technological limitations,negative,general
d44a9529bdde,Technological limitations,negative,general
d4ea2c3251e9,Technological limitations,negative,general
d5d70edc6cef,Technological limitations,negative,general
defa2b6538c8,Technological limitations,negative,general
df4ac708eecf,Technological limitations,negative,general
e4edbaa2c127,Technological limitations,negative,general
e53f05541439,Technological limitations,negative,general
e783fc3a548e,Technological limitations,negative,general
e8a1de4c2f1b,Technological limitations,negative,general
ef7005cea0a5,Technological limitations,negative,general
ef74a70b4670,Technological limitations,negative,general
f0f02ae9c681,Technological limitations,negative,general
f2a564301b9e,Technological limitations,negative,general
f3443e988e2f,Technological limitations,negative,general
f3d102f534b6,Technological limitations,negative,general
f486c8a77ee9,Technological limitations,negative,general
fabdee03a10a,Technological limitations,negative,general
fcf0638d98ab,Technological limitations,negative,general
043684769543,Technological limitations,balanced,general
05e2688a7bc5,Technological limitations,balanced,general
05e48832d20e,Technological limitations,balanced,general
06c0f2ce8149,Technological limitations,balanced,general
07c78b773a9e,Technological limitations,balanced,general
07fc94724eec,Technological limitations,balanced,general
0a91bafc9ed3,Technological limitations,balanced,general
0c2ef5f5f239,Technological limitations,balanced,general
0c4c0c9dfa22,Technological limitations,balanced,general
0d9a70ede5cc,Technological limitations,balanced,general
0db96a4e3a4b,Technological limitations,balanced,general
115dec251e53,Technological limitations,balanced,general
12df428f0bc9,Technological limitations,balanced,general
18696a72d2e6,Technological limitations,balanced,general
1904798abdde,Technological limitations,balanced,general
196caa492075,Technological limitations,balanced,general
19cb602b2f26,Technological limitations,balanced,general
1a2acf19df20,Technological limitations,balanced,general
1a93f0883cd2,Technological limitations,balanced,general
1d794ad5abad,Technological limitations,balanced,general
21574e4309b4,Technological limitations,balanced,general
2169dad77619,Technological limitations,balanced,general
22edae5415fa,Technological limitations,balanced,general
26abc95edfa3,Technological limitations,balanced,general
27c8caa3938d,Technological limitations,balanced,general
2da4eab59436,Technological limitations,balanced,general
2eea02f82a91,Technological limitations,balanced,general
328d12f07b05,Technological limitations,balanced,general
35bc3ce0c206,Technological limitations,balanced,general
36d500e38d2a,Technological limitations,balanced,general
382c85dc1773,Technological limitations,balanced,general
38c21f05f613,Technological limitations,balanced,general
392467f34a8e,Technological limitations,balanced,general
3c2419267f61,Technological limitations,balanced,general
40e5cd2458a7,Technological limitations,balanced,general
4419aec5ed0a,Technological limitations,balanced,general
4afc2a924102,Technological limitations,balanced,general
4caa01410b29,Technological limitations,balanced,general
508a17977cd2,Technological limitations,balanced,general
5228248f6fb3,Technological limitations,balanced,general
52c9f6e04e8b,Technological limitations,balanced,general
5426dc9b583d,Technological limitations,balanced,general
586a2b8617e4,Technological limitations,balanced,general
5892e7ec15c7,Technological limitations,balanced,general
59533aad7727,Technological limitations,balanced,general
5a7f975813f3,Technological limitations,balanced,general
5b4074fce93a,Technological limitations,balanced,general
5c42c3c92f41,Technological limitations,balanced,general
5d93b7069e25,Technological limitations,balanced,general
5eb5c2661c10,Technological limitations,balanced,general
5fe18c92b5b8,Technological limitations,balanced,general
617a92840067,Technological limitations,balanced,general
62c5fb0e0006,Technological limitations,balanced,general
671fa968ac45,Technological limitations,balanced,general
68f0266deb95,Technological limitations,balanced,general
6f739da64bf7,Technological limitations,balanced,general
6fe05a02f932,Technological limitations,balanced,general
7170b8cc9dcd,Technological limitations,balanced,general
740599fb90ce,Technological limitations,balanced,general
74bd3176c1ed,Technological limitations,balanced,general
772fab385995,Technological limitations,balanced,general
7abb94fc2719,Technological limitations,balanced,general
7e500df4fae1,Technological limitations,balanced,general
7f53aa5cb1c9,Technological limitations,balanced,general
8529576161e7,Technological limitations,balanced,general
866ff7d14ed2,Technological limitations,balanced,general
873a9a16cc28,Technological limitations,balanced,general
87ad60e39c6e,Technological limitations,balanced,general
88ef6ab637e1,Technological limitations,balanced,general
8a37722508f8,Technological limitations,balanced,general
8b31cb8429dc,Technological limitations,balanced,general
8ba2213f7ff2,Technological limitations,balanced,general
8c8e1aed8a11,Technological limitations,balanced,general
8e39b70ae840,Technological limitations,balanced,general
8e81837a5861,Technological limitations,balanced,general
9128d022254b,Technological limitations,balanced,general
9a4a7b8bc450,Technological limitations,balanced,general
9be93b20f768,Technological limitations,balanced,general
9c51cf880908,Technological limitations,balanced,general
9e08b543a80f,Technological limitations,balanced,general
9f429b61566a,Technological limitations,balanced,general
a0c9a468cb84,Technological limitations,balanced,general
a25c2affba2e,Technological limitations,balanced,general
a5c99b438a02,Technological limitations,balanced,general
a7d06d07e6c3,Technological limitations,balanced,general
a823efcedabd,Technological limitations,balanced,general
a8a58cac35be,Technological limitations,balanced,general
ad6ea1627565,Technological limitations,balanced,general
ae427adb3d51,Technological limitations,balanced,general
afc412821b08,Technological limitations,balanced,general
b3e18537a972,Technological limitations,balanced,general
b531b62923e4,Technological limitations,balanced,general
b89fd305580c,Technological limitations,balanced,general
bbf1a9c65c10,Technological limitations,balanced,general
bc46a6372070,Technological limitations,balanced,general
c207fd307df3,Technological limitations,balanced,general
c3ee99b25fe5,Technological limitations,balanced,general
c4e8e79b0dc1,Technological limitations,balanced,general
c644d5188019,Technological limitations,balanced,general
c7d15e21d947,Technological limitations,balanced,general
c9bcbbcd10e9,Technological limitations,balanced,general
cb11e397dac4,Technological limitations,balanced,general
cb1c58355a32,Technological limitations,balanced,general
cda6f5d653f0,Technological limitations,balanced,general
cfc9b29316ca,Technological limitations,balanced,general
d2883190c5b7,Technological limitations,balanced,general
d2f5621f7596,Technological limitations,balanced,general
d384c5486fec,Technological limitations,balanced,general
d465424b3564,Technological limitations,balanced,general
d485cdc6f95b,Technological limitations,balanced,general
ddff51574c2b,Technological limitations,balanced,general
e09d7e8e0f06,Technological limitations,balanced,general
e10d72f899b9,Technological limitations,balanced,general
e295ef4e6849,Technological limitations,balanced,general
e2f6a88e3abc,Technological limitations,balanced,general
f2c1c0d92f35,Technological limitations,balanced,general
f41ca0b8e8aa,Technological limitations,balanced,general
f49beac306e5,Technological limitations,balanced,general
f61d97acc9da,Technological limitations,balanced,general
f6efab0f4258,Technological limitations,balanced,general
fbe51d7b5d32,Technological limitations,balanced,general
fbe81ad8d55c,Technological limitations,balanced,general
fc6b7ff31bec,Technological limitations,balanced,general
ff2b7a54d21d,Technological limitations,balanced,general
ffa998359094,Technological limitations,balanced,general
0cd301461c99,Real-world impact,positive,general
3a1c9f961d8f,Real-world impact,positive,general
442a6774b300,Real-world impact,positive,general
44ce6e703d06,Real-world impact,positive,general
45eb1a2f75ff,Real-world impact,positive,general
5066313c066c,Real-world impact,positive,general
508a17977cd2,Real-world impact,positive,general
5228248f6fb3,Real-world impact,positive,general
7e500df4fae1,Real-world impact,positive,general
86b8dd7b0271,Real-world impact,positive,general
88f59ea42ad7,Real-world impact,positive,general
9128d022254b,Real-world impact,positive,general
9e08b543a80f,Real-world impact,positive,general
a3bb1eb6a59a,Real-world impact,positive,general
a82536bb0043,Real-world impact,positive,general
e4ff9553115d,Real-world impact,positive,general
schlosser2024visualacuity,Real-world impact,positive,general
00c860e05574,"Data availability, integration, quality, and standardization",positive,general
0612ea3873e7,"Data availability, integration, quality, and standardization",positive,general
115dec251e53,"Data availability, integration, quality, and standardization",positive,general
1408e75c41f8,"Data availability, integration, quality, and standardization",positive,general
150bc8d96d43,"Data availability, integration, quality, and standardization",positive,general
